"Assessment Year From","Assessment Year To","County","Land Assessed Value","Improvements Assessed Value","Personal Property Assessed Value","Exemptions","Net Total","Year To Year Change (%)"
"2020","2021","Siskiyou","1712055000","3545486000","361900000","272765000","5346676000","3.3"
"2020","2021","Solano","15958129000","46618201000","2181375000","2690793000","62066913000","4.9"
"2020","2021","Sonoma","39594896000","60350162000","3150127000","2876879000","100218306000","4.6"
"2020","2021","Stanislaus","17359485000","37710665000","2754906000","2122719000","55702336000","5"
"2020","2021","Sutter","3688286000","6950665000","648758000","358198000","10929512000","4.4"
"2020","2021","Tehama","2087664000","4327949000","435164000","216116000","6634661000","6"
"2020","2021","Trinity","858255000","943022000","65972000","31410000","1835839000","4.2"
"2020","2021","Tulare","10597064000","28602361000","2152095000","1070707000","40280812000","5.3"
"2020","2021","Tuolumne","2504842000","5657634000","306477000","300992000","8167960000","3.5"
"2020","2021","Ventura","73126280000","75766069000","4427800000","4335622000","148984527000","4.1"
"2020","2021","Yolo","9616462000","21792220000","1178546000","1520435000","31066793000","5"
"2020","2021","Yuba","2055147000","5185600000","488395000","753820000","6975322000","6.7"
"2019","2020","Alameda","98461636000","214720450000","12298290000","11022145000","314458232000","7"
"2019","2020","Alpine","245535000","518939000","17350000","602000","781223000","3.5"
"2019","2020","Amador","1909003000","3728792000","133890000","165994000","5605691000","4.3"
"2019","2020","Butte","8260753000","14583116000","1193576000","1200566000","22836880000","-3"
"2019","2020","Calaveras","1983096000","5712526000","128946000","122439000","7702129000","4.5"
"2019","2020","Colusa","1450427000","2582942000","354387000","74065000","4313691000","4.9"
"2019","2020","Contra Costa","97361629000","124849320000","3917481000","6777821000","219350609000","5.1"
"2019","2020","Del Norte","802533000","1206338000","101182000","153815000","1956237000","3.7"
"2019","2020","El Dorado","11036597000","24098782000","784826000","765966000","35154239000","4"
"2019","2020","Fresno","24646093000","61346335000","4433924000","3638457000","86787894000","5.3"
"2019","2020","Glenn","1232289000","1967214000","526698000","71212000","3654989000","9.6"
"2019","2020","Humboldt","5625531000","9106154000","666876000","746503000","14652059000","4.3"
"2019","2020","Imperial","4860852000","8576476000","1305126000","549212000","14193242000","4.4"
"2019","2020","Inyo","3059185000","1697069000","104617000","76321000","4784550000","2.5"
"2019","2020","Kern","31334642000","67284567000","3685980000","2846534000","99458655000","4.3"
"2019","2020","Kings","3327628000","8230768000","883116000","545845000","11895666000","5.5"
"2019","2020","Lake","2971250000","4707233000","227746000","278703000","7627525000","5.3"
"2019","2020","Lassen","865079000","1545501000","137145000","62898000","2484826000","4.5"
"2019","2020","Los Angeles","869374689000","759729716000","58478458000","54881158000","1632701705000","6.2"
"2019","2020","Madera","4814329000","11003917000","847517000","842135000","15823628000","5.3"
"2019","2020","Marin","41730697000","42414891000","1261595000","2263682000","83143500000","5"
"2019","2020","Mariposa","977432000","1545783000","71231000","35718000","2558729000","4.4"
"2019","2020","Mendocino","5337988000","6978137000","652238000","455800000","12512563000","2.9"
"2019","2020","Merced","8081244000","17982425000","1284865000","854008000","26494526000","6.9"
"2019","2020","Modoc","515596000","580365000","118612000","24804000","1189769000","2.1"
"2019","2020","Mono","2157343000","4257984000","146715000","47031000","6515012000","6"
"2019","2020","Monterey","34588618000","37705145000","2503981000","2627227000","72170517000","6.6"
"2019","2020","Napa","17913840000","24251993000","1562944000","1480093000","42248683000","6.5"
"2019","2020","Nevada","6481463000","14540881000","393155000","459566000","20955933000","4.3"
"2019","2020","Orange","377021736000","252221611000","19571088000","14702032000","634112402000","5.7"
"2019","2020","Placer","25068029000","57508877000","1992941000","2537594000","82032253000","6.2"
"2019","2020","Plumas","1422884000","3050715000","114422000","68069000","4519953000","3.5"
"2019","2020","Riverside","87738473000","214096253000","7495074000","7340523000","301989278000","5.8"
"2019","2020","Sacramento","49761553000","125082477000","5897009000","7353638000","173387401000","6.1"
"2019","2020","San Benito","3775173000","5221774000","468574000","167073000","9298448000","8"
"2019","2020","San Bernardino","71187340000","173079880000","9706700000","9268639000","244705282000","6.5"
"2019","2020","San Diego","261664752000","306831825000","19494902000","19626221000","568365259000","5.6"
"2019","2020","San Francisco","137675318000","152398017000","7355376000","15745302000","281683410000","8.2"
"2019","2020","San Joaquin","24885426000","54953202000","3979066000","2647727000","81169966000","6.5"
"2019","2020","San Luis Obispo","26746795000","32282735000","1693955000","940063000","59783422000","5.6"
"2019","2020","San Mateo","113380158000","124865139000","9777421000","6733577000","241289141000","7"
"2019","2020","Santa Barbara","41726272000","47754473000","3297944000","4712046000","88066642000","4.9"
"2019","2020","Santa Clara","255821164000","264178262000","30430929000","29946703000","520483652000","6.7"
"2019","2020","Santa Cruz","27188731000","21949788000","905025000","1402070000","48641475000","5.2"
"2019","2020","Shasta","5444044000","14010221000","972904000","883016000","19544152000","3.6"
"2019","2020","Sierra","278626000","373369000","14205000","20320000","645880000","2.7"
"2019","2020","Siskiyou","1661876000","3420427000","354203000","259635000","5176870000","3"
"2019","2020","Solano","15107594000","44770947000","2109323000","2838486000","59149378000","5.3"
"2019","2020","Sonoma","38073050000","57767399000","2934949000","2965773000","95809624000","5.7"
"2019","2020","Stanislaus","16445964000","36109872000","2598686000","2082176000","53072346000","5.9"
"2019","2020","Sutter","3495269000","6665186000","646056000","337663000","10468848000","5.4"
"2019","2020","Tehama","1972301000","4080930000","407121000","199265000","6261087000","6.1"
"2019","2020","Trinity","824959000","910683000","55282000","28449000","1762474000","3.9"
"2019","2020","Tulare","10172189000","26951440000","2081113000","967714000","38237028000","5"
"2019","2020","Tuolumne","2437262000","5436331000","300749000","285451000","7888891000","4.1"
"2019","2020","Ventura","69622381000","73174209000","4405410000","4107214000","143094786000","4.7"
"2019","2020","Yolo","9240111000","20493119000","1137121000","1282177000","29588174000","5.3"
"2019","2020","Yuba","1973825000","4857291000","438998000","731187000","6538927000","7.5"
"2018","2019","Alameda","92136813000","200253062000","11799818000","10167568000","294022124000","6.9"
"2018","2019","Alpine","239272000","500498000","15490000","625000","754634000","3.2"
"2018","2019","Amador","1852472000","3554261000","126522000","158023000","5375231000","4.5"
"2018","2019","Butte","8161049000","15393794000","1222375000","1225492000","23551726000","5.4"
"2018","2019","Calaveras","1931291000","5424133000","139272000","122655000","7372041000","6.4"
"2018","2019","Colusa","1353803000","2503005000","332261000","77092000","4111977000","2.1"
"2018","2019","Contra Costa","91103238000","120109841000","3736626000","6275183000","208674522000","6.2"
"2018","2019","Del Norte","779439000","1161082000","95164000","148712000","1886974000","2.3"
"2018","2019","El Dorado","10616694000","23158668000","741433000","727404000","33789391000","6.1"
"2018","2019","Fresno","23179373000","58043727000","4461170000","3287679000","82396591000","5.1"
"2018","2019","Glenn","1184062000","1869970000","350483000","68289000","3336227000","4.8"
"2018","2019","Humboldt","5350976000","8746851000","656338000","708764000","14045401000","4.7"
"2018","2019","Imperial","4692027000","8252448000","1181162000","525985000","13599651000","3.8"
"2018","2019","Inyo","2909114000","1706564000","115168000","64282000","4666564000","7.2"
"2018","2019","Kern","29786121000","64700473000","3610663000","2705646000","95391611000","4.3"
"2018","2019","Kings","3163784000","7804380000","901748000","598241000","11271671000","3.3"
"2018","2019","Lake","2843674000","4454969000","207590000","264724000","7241509000","3.3"
"2018","2019","Lassen","847096000","1483434000","130172000","82142000","2378560000","2.7"
"2018","2019","Los Angeles","817736266000","715816220000","56140674000","52551907000","1537141253000","6.5"
"2018","2019","Madera","4603619000","10386684000","829920000","786214000","15034008000","5"
"2018","2019","Marin","39544537000","40450770000","1164920000","1978197000","79182030000","5.4"
"2018","2019","Mariposa","936716000","1480077000","67604000","32506000","2451891000","3.7"
"2018","2019","Mendocino","5194695000","6759975000","624671000","418358000","12160983000","4.1"
"2018","2019","Merced","7386662000","16986981000","1237301000","827784000","24783160000","6"
"2018","2019","Modoc","506881000","567546000","111515000","20328000","1165614000","3.4"
"2018","2019","Mono","2067898000","3997948000","129845000","51907000","6143783000","4.3"
"2018","2019","Monterey","32561979000","35543890000","2042559000","2474441000","67673988000","6.3"
"2018","2019","Napa","16960101000","22619578000","1517769000","1430265000","39667182000","5"
"2018","2019","Nevada","6251818000","13932033000","345502000","439332000","20090021000","6.3"
"2018","2019","Orange","355474174000","240265708000","17918084000","13959205000","599698760000","6.3"
"2018","2019","Placer","23770653000","53623623000","1779687000","1896591000","77277372000","6.6"
"2018","2019","Plumas","1385500000","2936445000","107043000","61215000","4367772000","5.4"
"2018","2019","Riverside","83976745000","201332834000","7040635000","7010285000","285339929000","6.1"
"2018","2019","Sacramento","47118188000","117070037000","5532285000","6234482000","163486029000","7.1"
"2018","2019","San Benito","3508815000","4776907000","449937000","126530000","8609129000","7.7"
"2018","2019","San Bernardino","66700128000","161796003000","9246010000","8074643000","229667498000","7.4"
"2018","2019","San Diego","246455471000","291242465000","18882863000","18462280000","538118519000","5.9"
"2018","2019","San Francisco","126398753000","141053042000","5365327000","12503147000","260313975000","10.8"
"2018","2019","San Joaquin","23523977000","50968894000","4349541000","2622286000","76220126000","4.7"
"2018","2019","San Luis Obispo","25378386000","30549035000","1637177000","968149000","56596449000","5.3"
"2018","2019","San Mateo","105547371000","116445503000","9208681000","5752827000","225448729000","7.8"
"2018","2019","Santa Barbara","39897028000","45330613000","3245281000","4554561000","83918360000","4.8"
"2018","2019","Santa Clara","236181562000","250137932000","28453786000","26892263000","487881018000","7.3"
"2018","2019","Santa Cruz","25554899000","21129157000","850581000","1287017000","46247619000","6.2"
"2018","2019","Shasta","5251811000","13559056000","927064000","879366000","18858566000","4.8"
"2018","2019","Sierra","277019000","357080000","14435000","19823000","628712000","4.6"
"2018","2019","Siskiyou","1609374000","3316020000","338779000","239984000","5024189000","2.7"
"2018","2019","Solano","14280274000","42524347000","2110382000","2754494000","56160509000","5.4"
"2018","2019","Sonoma","36054666000","54480470000","2741058000","2650087000","90626108000","4"
"2018","2019","Stanislaus","15264389000","34326691000","2527708000","1982915000","50135873000","5.8"
"2018","2019","Sutter","3348800000","6374663000","561571000","355414000","9929620000","3.1"
"2018","2019","Tehama","1873221000","3823953000","388913000","184449000","5901638000","6.6"
"2018","2019","Total","2794349260000","3410987455000","225635288000","214572732000","6216399272000","6.4"
"2018","2019","Trinity","794170000","873554000","56645000","28274000","1696095000","4.1"
"2018","2019","Tulare","9637930000","25704860000","2048832000","966159000","36425463000","5"
"2018","2019","Tuolumne","2354144000","5188720000","300170000","266426000","7576608000","5.1"
"2018","2019","Ventura","66171143000","70217746000","4014958000","3709343000","136694503000","4.4"
"2018","2019","Yolo","8820591000","19381804000","1103418000","1199971000","28105843000","5.7"
"2018","2019","Yuba","1858606000","4537431000","398704000","710803000","6083939000","6.2"
"2017","2018","Alameda","86157519000","185798308000","12164650000","9112482000","275007995000","6.6"
"2017","2018","Alpine","240834000","479256000","11820000","745000","731164000","1.1"
"2017","2018","Amador","1775251000","3372617000","137486000","139741000","5145614000","4.5"
"2017","2018","Butte","7743414000","14633516000","1136636000","1164032000","22349534000","5.5"
"2017","2018","Calaveras","1857142000","5067759000","123793000","121372000","6927322000","8"
"2017","2018","Colusa","1286101000","2496417000","313099000","67729000","4027888000","3.9"
"2017","2018","Contra Costa","84994020000","113924091000","3601599000","6033282000","196486429000","5.6"
"2017","2018","Del Norte","757108000","1135509000","98871000","147711000","1843777000","2.3"
"2017","2018","El Dorado","10047272000","21763670000","715282000","686594000","31839630000","5.9"
"2017","2018","Fresno","22032320000","54858484000","4450158000","2957948000","78383014000","5.3"
"2017","2018","Glenn","1126052000","1784120000","340515000","66927000","3183760000","3.7"
"2017","2018","Humboldt","5098686000","8386702000","619988000","687398000","13417978000","4.4"
"2017","2018","Imperial","4474998000","7898261000","1238828000","512465000","13099622000","2.2"
"2017","2018","Inyo","2923849000","1405989000","104483000","82541000","4351780000","2.6"
"2017","2018","Kern","29106053000","61492603000","3465410000","2583214000","91480852000","6.1"
"2017","2018","Kings","3113250000","7497229000","803839000","506505000","10907813000","3.3"
"2017","2018","Lake","2801554000","4260727000","196431000","248598000","7010115000","3.5"
"2017","2018","Lassen","833561000","1427046000","135178000","80402000","2315384000","3.3"
"2017","2018","Los Angeles","765912717000","673517311000","53590480000","50253902000","1442766607000","5.9"
"2017","2018","Madera","4452082000","9843627000","767559000","748530000","14314739000","4.1"
"2017","2018","Marin","37317794000","38508901000","1104043000","1795648000","75135090000","5.2"
"2017","2018","Mariposa","911609000","1421711000","63825000","32303000","2364842000","6.4"
"2017","2018","Mendocino","5003628000","6487695000","597250000","406068000","11682505000","3.9"
"2017","2018","Merced","6937717000","15997142000","1200689000","766109000","23369440000","5.8"
"2017","2018","Modoc","493717000","549356000","104978000","20722000","1127328000","0.9"
"2017","2018","Mono","2022678000","3805834000","114939000","50966000","5892484000","2.2"
"2017","2018","Monterey","30596150000","33494018000","2006805000","2455639000","63641334000","5.5"
"2017","2018","Napa","15801064000","21609938000","1437031000","1065421000","37782612000","6.8"
"2017","2018","Nevada","6077618000","12911407000","310550000","405539000","18894037000","5.9"
"2017","2018","Orange","330383215000","229704305000","17312201000","13166586000","564233135000","6.1"
"2017","2018","Placer","22523185000","50407834000","1721577000","2136646000","72515950000","5.5"
"2017","2018","Plumas","1330446000","2761029000","109989000","58249000","4143215000","4.1"
"2017","2018","Riverside","79993948000","188842705000","6606346000","6453758000","268989241000","5.1"
"2017","2018","Sacramento","44356196000","109689298000","5135957000","6466552000","152714898000","6.2"
"2017","2018","San Benito","3263193000","4422966000","429569000","121258000","7994470000","7.7"
"2017","2018","San Bernardino","62438990000","150862199000","8322067000","7687328000","213935928000","5.7"
"2017","2018","San Diego","230572975000","276391272000","17876014000","16828741000","508011519000","6"
"2017","2018","San Francisco","113661857000","124860005000","5130806000","8671893000","234980775000","10.7"
"2017","2018","San Joaquin","22526571000","47809922000","4659118000","2183248000","72812364000","6.6"
"2017","2018","San Luis Obispo","23884083000","29134836000","1641775000","937635000","53723060000","5.3"
"2017","2018","San Mateo","97767062000","107350761000","8615905000","4642812000","209090916000","7.8"
"2017","2018","Santa Barbara","38141892000","42935463000","3089935000","4118704000","80048585000","5.3"
"2017","2018","Santa Clara","218674309000","236340849000","26238320000","26766187000","454487291000","7.3"
"2017","2018","Santa Cruz","23700467000","20241063000","841784000","1237968000","43545345000","5.7"
"2017","2018","Shasta","5073642000","12838623000","933173000","845928000","17999510000","4.2"
"2017","2018","Sierra","271585000","334976000","14220000","19872000","600908000","3.1"
"2017","2018","Siskiyou","1571534000","3217601000","333040000","228545000","4893630000","3.1"
"2017","2018","Solano","13582143000","40276077000","2078706000","2673464000","53263462000","5.9"
"2017","2018","Sonoma","33877335000","53364423000","2561880000","2680476000","87123162000","5.4"
"2017","2018","Stanislaus","14192646000","32762623000","2314082000","1884234000","47385117000","5.7"
"2017","2018","Sutter","3203074000","6121213000","642690000","337365000","9629613000","4.7"
"2017","2018","Tehama","1747436000","3592003000","368023000","170448000","5537014000","4.9"
"2017","2018","Total","2613741536000","3210576331000","215551129000","199936980000","5839932017000","6.1"
"2017","2018","Trinity","759729000","845257000","52032000","27535000","1629484000","7.1"
"2017","2018","Tulare","9203879000","24430383000","1994357000","928153000","34700465000","4.2"
"2017","2018","Tuolumne","2258275000","4921712000","263847000","236264000","7207570000","4.1"
"2017","2018","Ventura","62687125000","67906801000","3774976000","3417923000","130950979000","4.8"
"2017","2018","Yolo","8429564000","18140304000","1145027000","1137249000","26577646000","5.2"
"2017","2018","Yuba","1769419000","4240583000","387500000","671425000","5726077000","5.9"
"2016","2017","Alameda","80172873000","174876898000","11417311000","8569111000","257897972000","6.9"
"2016","2017","Alpine","238949000","472423000","12207000","730000","722849000","1.8"
"2016","2017","Amador","1697108000","3214390000","149239000","137133000","4923604000","3.9"
"2016","2017","Butte","7343782000","13833525000","1114447000","1113344000","21178411000","3.9"
"2016","2017","Calaveras","1708122000","4699802000","120806000","115704000","6413026000","1.2"
"2016","2017","Colusa","1242849000","2378592000","315364000","63598000","3873207000","5.4"
"2016","2017","Contra Costa","79209360000","108959555000","3548242000","5747702000","185969455000","5.9"
"2016","2017","Del Norte","732426000","1108148000","92145000","130683000","1802036000","2.8"
"2016","2017","El Dorado","9510899000","20473167000","731105000","657692000","30057479000","5.4"
"2016","2017","Fresno","21025914000","52110428000","4382232000","3084717000","74433857000","4.7"
"2016","2017","Glenn","1078840000","1703060000","348535000","62411000","3068024000","3.7"
"2016","2017","Humboldt","4887426000","7998816000","619882000","665824000","12840299000","2.8"
"2016","2017","Imperial","4274700000","7790717000","1184943000","442811000","12807550000","2.3"
"2016","2017","Inyo","2824604000","1346460000","148992000","80584000","4239472000","2.3"
"2016","2017","Kern","27046383000","58004571000","3627411000","2511702000","86166663000","-4.3"
"2016","2017","Kings","3029883000","7200336000","829010000","503420000","10555809000","5.2"
"2016","2017","Lake","2692315000","4126183000","193023000","243603000","6767919000","-1"
"2016","2017","Lassen","811210000","1375752000","131947000","78330000","2240579000","2.7"
"2016","2017","Los Angeles","717589706000","639266001000","52995174000","47894873000","1361956007000","5.6"
"2016","2017","Madera","4298925000","9402222000","770698000","729255000","13742590000","4.8"
"2016","2017","Marin","35278390000","36738694000","1066086000","1717827000","71365342000","6.3"
"2016","2017","Mariposa","868262000","1321711000","63076000","31357000","2221691000","3.1"
"2016","2017","Mendocino","4809157000","6204432000","615138000","386910000","11241817000","3.5"
"2016","2017","Merced","6462546000","15188805000","1176231000","752484000","22075098000","5"
"2016","2017","Modoc","486394000","544569000","105844000","20212000","1116594000","4.3"
"2016","2017","Mono","1986156000","3705229000","119734000","49177000","5761943000","2.2"
"2016","2017","Monterey","28773186000","31907342000","1930573000","2324855000","60286247000","4.5"
"2016","2017","Napa","14524341000","20467946000","1395693000","1043110000","35344870000","7"
"2016","2017","Nevada","5756605000","12163924000","304320000","392247000","17832601000","4.7"
"2016","2017","Orange","307856863000","219391480000","17826559000","13374938000","531699964000","4.1"
"2016","2017","Placer","21512831000","47443232000","1801039000","2074129000","68682973000","5.3"
"2016","2017","Plumas","1293747000","2639150000","102091000","55380000","3979608000","2.6"
"2016","2017","Riverside","76514324000","178550169000","6599890000","5932742000","255731641000","5.2"
"2016","2017","Sacramento","42010962000","102606917000","5003273000","5890574000","143730579000","5.5"
"2016","2017","San Benito","3025655000","4095944000","413555000","114972000","7420182000","7.2"
"2016","2017","San Bernardino","58695446000","143154013000","8037169000","7539233000","202347395000","4.3"
"2016","2017","San Diego","215835633000","261785241000","17595519000","16127178000","479089215000","5.4"
"2016","2017","San Francisco","102574779000","112281530000","5026328000","7709311000","212173326000","8.8"
"2016","2017","San Joaquin","20962175000","45406501000","4319417000","2398082000","68290011000","5.5"
"2016","2017","San Luis Obispo","22443974000","27804136000","1569589000","838847000","50978852000","5.1"
"2016","2017","San Mateo","90362679000","100498636000","7609489000","4517095000","193953710000","7.5"
"2016","2017","Santa Barbara","36142330000","40644012000","3004064000","3801726000","75988680000","4"
"2016","2017","Santa Clara","203285870000","218010010000","25948745000","23765071000","423479555000","7.9"
"2016","2017","Santa Cruz","22130560000","19376756000","819997000","1154565000","41172749000","5"
"2016","2017","Shasta","4859790000","12398527000","833520000","818481000","17273356000","4.8"
"2016","2017","Sierra","270355000","318300000","14074000","20415000","582315000","2.5"
"2016","2017","Siskiyou","1508767000","3124802000","321535000","208826000","4746278000","3.9"
"2016","2017","Solano","12918078000","37028341000","2989907000","2673580000","50262746000","6"
"2016","2017","Sonoma","32067211000","50615599000","2604435000","2659763000","82627482000","5.8"
"2016","2017","Stanislaus","13037197000","31518996000","2185577000","1914281000","44827488000","5.8"
"2016","2017","Sutter","3022053000","5862423000","644939000","335928000","9193487000","4.1"
"2016","2017","Tehama","1672431000","3419778000","354379000","172012000","5274577000","3.9"
"2016","2017","Total","2444437742000","3031955786000","213026752000","189723786000","5499696494000","5.5"
"2016","2017","Trinity","691719000","800483000","56973000","27964000","1521211000","5.5"
"2016","2017","Tulare","8670704000","23507821000","1974268000","858465000","33294328000","4.8"
"2016","2017","Tuolumne","2182898000","4750837000","217065000","231736000","6919063000","3.8"
"2016","2017","Ventura","58791516000","65120486000","4237593000","3256905000","124892690000","3.8"
"2016","2017","Yolo","8043567000","17258170000","1026018000","1069951000","25257804000","5.2"
"2016","2017","Yuba","1692314000","3959796000","380339000","630232000","5402217000","4"
"2015","2016","Alameda","75162399000","163549915000","10533378000","7936617000","241309075000","7.8"
"2015","2016","Alpine","234756000","467057000","9285000","721000","710378000","1"
"2015","2016","Amador","1642344000","3097395000","149994000","148741000","4740993000","3.4"
"2015","2016","Butte","6982347000","13381672000","1092218000","1077524000","20378712000","4.9"
"2015","2016","Calaveras","1704470000","4624024000","125120000","116173000","6337441000","5.6"
"2015","2016","Colusa","1164075000","2249701000","322899000","62676000","3673998000","4.1"
"2015","2016","Contra Costa","73861376000","103684494000","3543798000","5471705000","175617962000","7.3"
"2015","2016","Del Norte","702519000","1076564000","87900000","113679000","1753304000","0.9"
"2015","2016","El Dorado","8998610000","19414507000","708192000","614618000","28506691000","5.6"
"2015","2016","Fresno","20075621000","49852556000","4224461000","3064248000","71088391000","4.2"
"2015","2016","Glenn","1133811000","1529833000","352730000","58912000","2957463000","6.6"
"2015","2016","Humboldt","4701716000","7792040000","595257000","601557000","12487456000","3.5"
"2015","2016","Imperial","4210326000","7565492000","1164171000","419664000","12520325000","6.4"
"2015","2016","Inyo","2663163000","1385779000","174972000","81246000","4142668000","4.3"
"2015","2016","Kern","30602672000","58000452000","3753786000","2364759000","89992150000","-8.6"
"2015","2016","Kings","2943732000","6824754000","760814000","495582000","10033718000","4.8"
"2015","2016","Lake","2672726000","4208944000","187558000","233517000","6835712000","1"
"2015","2016","Lassen","798176000","1340002000","118947000","76049000","2181076000","2.2"
"2015","2016","Los Angeles","677607502000","610198519000","50174647000","47847562000","1290133105000","6.1"
"2015","2016","Madera","4142948000","8932693000","761159000","721797000","13115003000","5.6"
"2015","2016","Marin","33015953000","34800927000","1025735000","1701471000","67141144000","7.1"
"2015","2016","Mariposa","848915000","1274302000","63888000","31653000","2155452000","2.3"
"2015","2016","Mendocino","4656551000","5996720000","672023000","463084000","10862209000","3.5"
"2015","2016","Merced","6038100000","14533074000","1130872000","675716000","21026330000","8.4"
"2015","2016","Modoc","464838000","524185000","100710000","19448000","1070285000","0.7"
"2015","2016","Mono","1955895000","3585702000","145530000","48788000","5638338000","2.2"
"2015","2016","Monterey","27422411000","30650010000","1828735000","2196512000","57704645000","5.9"
"2015","2016","Napa","13378625000","19309863000","1336776000","1001805000","33023460000","6.4"
"2015","2016","Nevada","5510610000","11597604000","312671000","391543000","17029342000","5.3"
"2015","2016","Orange","290431124000","213811547000","19535703000","12945862000","510832512000","7.1"
"2015","2016","Placer","20614874000","44908798000","1627607000","1931975000","65219304000","8.8"
"2015","2016","Plumas","1267046000","2569319000","97751000","54666000","3879450000","3.6"
"2015","2016","Riverside","73554988000","168900092000","6221735000","5661924000","243014891000","5.5"
"2015","2016","Sacramento","40147796000","97007526000","5091067000","5981327000","136265062000","4.6"
"2015","2016","San Benito","2805683000","3868059000","351614000","106618000","6918739000","6.6"
"2015","2016","San Bernardino","55927650000","137343713000","7884416000","7131446000","194024333000","5.2"
"2015","2016","San Diego","203701281000","249426244000","16628709000","15202610000","454553625000","5.6"
"2015","2016","San Francisco","95330594000","102439547000","4636797000","7368331000","195038607000","6.9"
"2015","2016","San Joaquin","19659851000","43433554000","3944277000","2325339000","64712343000","6.1"
"2015","2016","San Luis Obispo","21159030000","26683968000","1448085000","788606000","48502478000","6"
"2015","2016","San Mateo","83044866000","94695033000","7265179000","4628813000","180376266000","7.7"
"2015","2016","Santa Barbara","34906745000","38761622000","2891746000","3500878000","73059235000","1.6"
"2015","2016","Santa Clara","187655618000","200742129000","24983239000","20827508000","392553479000","8.7"
"2015","2016","Santa Cruz","20874546000","18659126000","781853000","1120592000","39194933000","6.5"
"2015","2016","Shasta","4671684000","11770093000","841313000","797877000","16485213000","4.2"
"2015","2016","Sierra","268447000","303979000","15089000","19434000","568081000","3.6"
"2015","2016","Siskiyou","1464592000","2992339000","312143000","199736000","4569338000","3"
"2015","2016","Solano","12292489000","34671582000","3108338000","2638837000","47433572000","5.2"
"2015","2016","Sonoma","30202009000","47970276000","2531379000","2621860000","78081804000","6.9"
"2015","2016","Stanislaus","11856400000","30213918000","2149534000","1865009000","42354843000","6.8"
"2015","2016","Sutter","2864346000","5676353000","601534000","308003000","8834229000","5.6"
"2015","2016","Tehama","1618519000","3338867000","275366000","157764000","5074988000","6.5"
"2015","2016","Totals","2308106648000","2882635609000","206355413000","181924389000","5215173280000","6"
"2015","2016","Trinity","646497000","767834000","53179000","25467000","1442043000","4.8"
"2015","2016","Tulare","8341413000","22421357000","1887781000","872212000","31778339000","5.7"
"2015","2016","Tuolumne","2110853000","4556419000","205800000","209640000","6663432000","5.2"
"2015","2016","Ventura","56151985000","63173400000","4125353000","3084639000","120366098000","4.1"
"2015","2016","Yolo","7614366000","16399253000","929345000","927384000","24015579000","6.5"
"2015","2016","Yuba","1624168000","3680881000","471255000","582666000","5193638000","4.4"
"2014","2015","Alameda","70106557000","152721980000","9964556000","8863847000","223929246000","5.9"
"2014","2015","Alpine","232031000","461418000","10367000","243000","703573000","0.6"
"2014","2015","Amador","1613000000","2953346000","164764000","145640000","4585471000","2.6"
"2014","2015","Butte","6629121000","12731254000","1088114000","1014510000","19433980000","3.4"
"2014","2015","Calaveras","1652380000","4329819000","128235000","111769000","5998666000","6.1"
"2014","2015","Colusa","1124424000","2169970000","283613000","50221000","3527785000","0.8"
"2014","2015","Contra Costa","67695628000","97691016000","3518951000","5251291000","163654304000","8.9"
"2014","2015","Del Norte","689484000","1064624000","84127000","100847000","1737388000","-0.1"
"2014","2015","El Dorado","8548992000","18414917000","602166000","581677000","26984398000","4.7"
"2014","2015","Fresno","19659879000","47270573000","3908898000","2588616000","68250733000","5.7"
"2014","2015","Glenn","1065448000","1447576000","319926000","57952000","2774998000","2.6"
"2014","2015","Humboldt","4542074000","7500944000","595054000","574688000","12063384000","2"
"2014","2015","Imperial","3913559000","7158251000","1110919000","413840000","11768889000","3.7"
"2014","2015","Inyo","2562427000","1313689000","174350000","78835000","3971631000","2.5"
"2014","2015","Kern","39885056000","57199066000","3673193000","2250060000","98507255000","5.9"
"2014","2015","Kings","2735651000","6557593000","789781000","506866000","9576159000","1.1"
"2014","2015","Lake","2650416000","4153433000","186689000","225600000","6764938000","-0.4"
"2014","2015","Lassen","769994000","1315258000","122876000","75008000","2133120000","0.4"
"2014","2015","Los Angeles","635684982000","578841606000","47964033000","46894097000","1215596524000","5.4"
"2014","2015","Madera","3972754000","8348401000","760770000","668097000","12413828000","5.5"
"2014","2015","Marin","30613812000","32787299000","965215000","1668665000","62697660000","5.8"
"2014","2015","Mariposa","823675000","1246057000","66028000","28192000","2107569000","0.7"
"2014","2015","Mendocino","4516877000","5736790000","578131000","338584000","10493215000","1.8"
"2014","2015","Merced","5476843000","13509261000","1082588000","677826000","19390866000","9.3"
"2014","2015","Modoc","462780000","521318000","98301000","19266000","1063134000","0.8"
"2014","2015","Mono","1945236000","3467675000","151024000","44894000","5519041000","2"
"2014","2015","Monterey","25790791000","29078027000","1715134000","2119791000","54464161000","5.7"
"2014","2015","Napa","12383567000","18331724000","1301208000","980499000","31036001000","4.3"
"2014","2015","Nevada","5265818000","10966354000","327244000","383201000","16176214000","5"
"2014","2015","Orange","267817697000","203245004000","17639181000","11871606000","476830276000","6.4"
"2014","2015","Placer","19199994000","41027949000","1597822000","1882533000","59943232000","6.9"
"2014","2015","Plumas","1238680000","2466683000","94402000","54945000","3744820000","1.8"
"2014","2015","Riverside","69995731000","159641123000","6070902000","5379703000","230328053000","8.2"
"2014","2015","Sacramento","38475927000","92556939000","4983776000","5758459000","130258184000","6.4"
